customer_tweet_id,customer_author_id,customer_text,reply_tweet_id,reply_text,created_at
588003,258942,Replacement MacBook Pro does the same shit as the previous. @115858 needs to figure this shit out. @258943 I bet yours does this too? 😂 #MacBookProProblems,588002,@258942 That's not the experience we want you to have. Send us a DM letting us know which country you are located in to get started.,Sun Dec 03 16:11:55 +0000 2017
2972475,819837,"@AppleSupport It is an iPhone 6, IOS 11.1.2 It started somewhere around 4pm, I've tried restarting the phone, erased the content, and I tried logging into iCloud online (but that doesn't seem to work either?)",2972473,"@819837 Great steps so far! When you said you erased content, what did you mean by that exactly? Also, what happens when you try logging into the iCloud website from a computer?",Thu Nov 30 01:30:24 +0000 2017
941498,343196,El teclado de los iPhone después de la última actualización. Lo arreglaréis ¿NO? @AppleSupport,941497,@343196 We offer support via Twitter in English. Get help in Spanish here: or join,Sat Oct 21 15:45:33 +0000 2017
2286753,664432,"Hey, @AppleSupport. Why is my alarm going off minutes after the set time? 6:30 at 6:31, 7 at 7:08…",2286752,@664432 We are here to help. DM us your device details and we can take a look at this.,Sun Nov 12 01:31:55 +0000 2017
570176,253840,@AppleSupport Please tell me there’s a way to remove the bar on my iPhone X lock screen “helping” me find control center. Thanks,570175,@253840 We'd like to help you with this. Please send us a DM and we'll continue.,Sun Dec 03 03:23:28 +0000 2017
2548174,724114,"Hai @AppleSupport my iphone SE's personal hotspot menu have been gone for couple of weeks, can you help me troubleshoot the problem(s) ?",2548170,"@724114 We can offer some assistance. First, let's check with your carrier to make sure it's been enabled and that your plan supports it.",Mon Oct 30 13:32:02 +0000 2017
399942,210563,@AppleSupport I did a hard restart for my phone. Seemed to fix the problem.,399941,@210563 That's great news! Reach back out if you need us in the future. Take care.,Mon Oct 09 19:09:31 +0000 2017
2786459,777942,@AppleSupport iOS 11.1.2. I updated last night.,2786461,@777942 Thanks. Let's look into this further. Send us a DM and we'll go from there.,Tue Nov 21 19:38:00 +0000 2017
396103,209785,Hey @115858 @AppleSupport Scam alert! When you click the link and sign in they request social security number! I knew it wasn’t real,396102,@209785 Thanks for reaching out. This article covers how to identify and report those types of communications:,Mon Oct 09 18:21:34 +0000 2017
2505056,714349,"@AppleSupport If I've played any video at all, or received audio from a different source, the media buttons don't re-connect to iTunes/Spotify. They try and control whatever was playing last, even if the tab was closed. (YouTube, Facebook, Twitter, etc.)",2505058,@714349 Please DM us so that we can look into this together.,Wed Nov 15 22:24:28 +0000 2017
266510,179493,@AppleSupport It crashes when I export out of adobe premiere twice now,266512,@179493 Does the issue affect a different user account on your Mac? Check out how to create another user:,Sat Oct 07 13:40:27 +0000 2017
2777544,775998,@115858 will my warranty be voided if I super glue my iPhone 8 vibrate button to stay on cause I miss calls because it switches off and I’m sick of it,2777543,@775998 We'll be happy to explore all your options. Please send us a DM with the current country you're in.,Tue Nov 21 15:49:00 +0000 2017
1812249,544450,@AppleSupport thanks sister looks like i'm going to be looking for a different wifi or whateva,1812251,"@544450 If you have access to a computer with iTunes, follow the steps here: DM us if you have any trouble.",Wed Oct 18 02:51:00 +0000 2017
2948288,530003,"@115858, your podcast app has a terrible search function, it closes for no reason, it’s slow and it even takes forever to load up material that has already been downloaded.",2948287,@530003 We'd be happy to look into what's happening with the Podcast app on your device. Send us a DM telling us if it happens on Wi-Fi and only on cellular networks.,Wed Nov 29 16:28:31 +0000 2017
2007025,593488,"@115858 what’s going on with the keyboard right now, 2 iPhone’s with the same issue. Every time I️ type left “I️” I️ get a A and a boxed ?",2007024,@593488 We want to help with this. Check out and meet us in DM if those steps don't correct the issue you see.,Sat Nov 04 13:25:40 +0000 2017
584739,257990,This happened to me just last Thursday.. fix it @115858,584738,@257990 We'd like to check into this with you. Which iOS version is currently installed on your iPhone? DM us and let us know.,Sun Dec 03 14:33:29 +0000 2017
1901234,566585,@115858 it took me 12 yrs to tweet this thanks to #ios11 update that trashed my phone. Don’t you have any pride in your product? #crap,1901232,"@566585 We'd love to help. Please DM us and let us know which iPhone you're using, the version of iOS installed, and what's going on.",Tue Oct 24 01:55:00 +0000 2017
243055,173721,"@AppleSupport It doesn’t say “delivered” at the bottom, sometimes they get it anyway, and sometimes it’s days before I realize it didn’t go through",243057,"@173721 When sending messages to non-iOS users the bubble will be green and will not show ""Delivered"" on the bottom",Wed Oct 04 18:44:27 +0000 2017
1788624,537293,"@115858 , @AppleSupport thanks for screwing up our phones with the new iOS update . I demand a refund or a replacement .",1788622,@537293 We'd be happy to see what's going on with your device. Can you provide us details in DM of what you're experiencing?,Thu Oct 12 17:28:00 +0000 2017
704454,288337,"@AppleSupport Windows 10 and I only downloaded it. I tried to log in but it gave me the message saying my Apple ID had to be used on iOS, is that not my phone?",704452,"@288337 That's right and you also mentioned it's already set up and signed in on your iPhone. Have you tried a restart of both? Also, are there any updates showing if you check for Windows updates?",Thu Nov 23 19:15:00 +0000 2017
2438218,699383,@AppleSupport something is not right with the new software update. I am losing battery at a abnormal rate & cant exit notifications 😡,2438217,@699383 We’d like to help. Send us a DM and we can look into this.,Sun Oct 29 16:10:00 +0000 2017
1762739,530348,@115858 @AppleSupport iOS 11.1.2 has made my iPhone6 very slow. Is there any particular reason why this has happened? Can you provide any solution,1762738,@530348 We’d like to see how we can help. Can you DM us some more details about the issue you're having?,Sat Nov 25 13:57:31 +0000 2017
2112951,623079,I love how as soon as the iPhone x drops my home button suddenly stops working @AppleSupport @115858,2112949,@623079 We want you to be able to rely on any iPhone you have. What exactly is happening with the Home button?,Wed Nov 08 16:34:34 +0000 2017
1482382,464201,@464202 Idk @AppleSupport got some explaining to do,1482381,@464201 Hello there. Let's talk via DM. We'll be glad to look into this further. Tap here to continue:,Fri Nov 03 02:23:00 +0000 2017
332480,195167,Hey @AppleSupport shouldn't the clock icon show the actual time? #bug,332479,@195167 We'd like to look into this with you. Let's discuss it further in DM.,Sat Oct 07 19:06:00 +0000 2017
2775936,775658,Went for a walk w/ a fully charged iPhone battery for it to die 25 min later. Would love to switch to a new phone but can’t find any I tend to like. Hate how chained to @115858 I am at times. Makes me miss the Sidekick! That thing was awesome.,2775934,"@775658 We know how important battery life is, and we’d like to help out. To start, can you tell us the iOS version your iPhone is running currently? This info can be found in Settings > General > About.",Tue Nov 21 15:25:01 +0000 2017
2004829,592851,"@115858 Your iOS Notes app is an utter fucking piece of shit. After crafting an important note, tried to delete a paragraph. Wouldn’t let me.",2004828,@592851 Let us know what happens when you try? Is the paragraph selected? Or are you using the delete key? DM us and let us know:,Sat Nov 04 03:31:54 +0000 2017
2774351,775353,@AppleSupport Even after agreeing to the terms and conditions 10 times why does it keep on prompting me to do that? PS: Wi-Fi is working perfectly fine so it’s not an connectivity issue,2774350,"@775353 Hey, let's look into what's going on with that alert. DM us the iOS version currently installed on your device and we'll work together from there.",Tue Nov 21 14:41:43 +0000 2017
332807,195257,@AppleSupport I had to transfer all my datas like phone numbers from my old iPhone to the new to do this?,332808,@195257 Hi! This should show you everything you need to know:,Sat Oct 07 22:57:55 +0000 2017
1809117,543500,@12228 @115858 #IOS11for #iphone6s it is getting worse to any actualization... The keyboard doesn't work and the apps are slow #Fail,1809116,@543500 We'd like to help you with your iPhone 6s keyboard and performance issues. DM us at the link below with more details.,Sat Oct 14 16:47:28 +0000 2017
2141568,629720,@115858 Need to fix this this emoji question mark that pops up when you type an (I️),2141567,@629720 Here’s what you can do to work around the issue until it’s fixed in a future software update:,Wed Nov 08 23:04:00 +0000 2017
2297358,666934,Sure wish there was less animogi videos and more of my new iPhone 7 working how it’s supposed to. #apple @115858 #fixthis,2297357,"@666934 We're here to help. To start, what issue(s) are you experiencing exactly?",Sun Nov 12 13:28:28 +0000 2017
2634953,743875,"@115858 Or released, even*",2634952,@743875 In what way is your iPhone acting strange? We'd love to help get it working in the way you expect so give as many details as you can. Feel free to DM if you'd like using the following link:,Fri Nov 17 19:25:10 +0000 2017
92592,345795,"@AppleSupport Can u help me i had buy apple tv why the apple tv always search in my iphone 7 , last night show up my apple tv device in my iphone 7",2072229,"@345795 Thanks for reaching out. For this particular issue, let's get you in touch with an Apple TV Advisor for further assistance at:",Sat Nov 25 14:33:55 +0000 2017
2502105,713692,"@AppleSupport Hello, I need urgent help, I accidentally deleted a voice recording on my iPhone. How can I recover it?",2502103,"@713692 We'll be happy to take a look at this with you. To start, was the voice recording made in the Voice Memos app? Also, do you know if you have a recent backup from prior to deleting the recording? This resource can help:",Wed Nov 15 19:51:32 +0000 2017
2122567,588614,"@AppleSupport why the hell do alarms not have an override feature?Had phone on silent and DND,so the phone also silenced my alarm! WTFAPPLE!",2122566,@588614 Thanks for reaching out again. DM which iPhone and specific iOS version you are using currently to get started.,Wed Nov 08 15:55:31 +0000 2017
856671,323443,@AppleSupport It was purchased from Argos,856673,@323443 We’re here to address your concerns. Let's team up in Direct Message using the link below.,Fri Oct 20 17:49:31 +0000 2017
2320121,672424,@115858 can y’all fix this stupid ass glitch,2320120,@672424 We're here for you and happy to help you. Can you tell us what's happening? Which device are you using?,Mon Nov 13 13:18:00 +0000 2017
1465035,460052,New IOS update new battery issues again! Been unplugged for ten mins already down to 80% @AppleSupport,1465034,@460052 We want to help with your battery. Look here for a few tips: DM us if you're still having trouble.,Tue Oct 17 12:45:00 +0000 2017
284891,183870,@115858 iOS 11 is so bad. Pushing me to actually move to @122609 Missing all calls,284890,@183870 What happens when you receive a call? Let us know in DM and we'll work together to get it sorted.,Fri Oct 06 13:52:28 +0000 2017
894323,332343,yo @115858 wtf is this all about? new iphone comes out & my old iphone goes to shit!,894322,@332343 Let's work to get your device updated. Check out this article for help: Let us know how it goes.,Fri Oct 20 21:41:26 +0000 2017
2321949,672845,OKAY @AppleSupport WHAT DO I️ DO ABOUT THIS “I️”,2321947,@672845 There's an update out now that fixes this issue. Make sure you have a recent update and update to 11.1.1. Let us know if that fixes the issue.,Mon Nov 13 14:15:52 +0000 2017
2750512,770055,The new iOS update is probably the worst things that could ever happen to my phone😡 is this @115858 way of making us buy the new iPhone? 🤔,2750511,@770055 We'd be happy to help with any issues you may be having. Could you please send us a DM with some more info and we can get started.,Tue Nov 21 00:06:00 +0000 2017
889097,331082,"Dear @AppleSupport, Your new updates continuously cause my phone to freeze up. I know you’re doing this to push everyone to buy the iPhone 8 & X. I already ordered mine so can you leave me out of this mess until I have to chance go get my new phone pls. Tnx.",889096,@331082 We want to help with your iPhone's performance. It sounds like you're experiencing some unresponsiveness. Could you please DM us details on what apps are in use when you experience this? We'll look further into this with you there.,Sat Nov 25 16:15:00 +0000 2017
2414355,270609,"Dear @AppleSupport please get I️t together! I have to reset my phone every other email, and yes I’ve m done your 88000 updates. Sincerely loyal, but annoyed customers",2414353,"@270609 We're here for you. When you say you have to reset every other email, what do you mean by that exactly? Thanks.",Tue Nov 14 17:25:27 +0000 2017
966331,349333,Is anyone have a problem updating to #iOS 11.0.3 🤔 @349334 @AppleSupport,966329,@349333 This article on over-the-air updates may help:,Sat Oct 21 23:57:00 +0000 2017
1724853,160747,@AppleSupport listen the text replacement isn’t working on all my apps and I️ can’t type “I️” in Gmail and that’s a huge pain in my ass rn,1724852,@160747 We want to work with you on this issue. Send us a DM and we'll get started.,Tue Nov 07 04:36:36 +0000 2017
1002762,357360,@AppleSupport I have kept my power saving mode on but still battery draining fast. Can u send me link to degrade ios10.,1002764,"@357360 We’d love to help further. To start, send us a DM.",Sat Oct 14 14:49:01 +0000 2017
1707659,517488,HEY @AppleSupport MAKE THIS STOP,1707657,@517488 Here’s what you can do to work around the issue until it’s fixed in a future software update:,Mon Nov 06 23:25:32 +0000 2017
233966,279762,@171708 @115858 yep my battery is gone as soon as I take it off charge,669845,@279762 We'd love to help with any issues you're experiencing. Let us know if this guide helps:,Thu Oct 05 14:42:00 +0000 2017
1953070,579882,@AppleSupport I’ve been on Wi-Fi and Vodaphone,1953069,@579882 We want to get you a resolution. Restart your device. If this doesn't work let us know in DM if this has ever worked for you.,Sun Oct 29 16:55:00 +0000 2017
307419,320716,@AppleSupport On my 6s+ can’t get Control Center on locked screen like before iOS 11. searched settings but can’t find how 2 fix it. Please advise. Thanks,844251,@320716 We would be glad to help with this. Are you swiping up from the bottom edge of your iPhone?,Thu Oct 19 17:24:00 +0000 2017
848071,321554,"@AppleSupport soooo since some of the apps I bought are unavailable in iOS 11, do we get refunded money?",848070,"@321554 Great question. For more info on this, reach out to our iTunes Store specialists here:",Fri Oct 13 13:11:00 +0000 2017
2208685,645674,"What’s happen to @AppleSupport ?Sent my phone back broken? Customer service is awful ,was meant to have a call back last week ... @116333",2208684,@645674 Hi there! We've received your DM and you can expect a response there shortly.,Thu Oct 19 14:57:37 +0000 2017
1753272,528125,"@AppleSupport what’s going on with the letter( I️ )issue? I️ hope it gets corrected bc it’s become a problem, smh.",1753271,@528125 Here’s what you can do to work around the issue until it’s fixed in a future software update:,Tue Nov 07 18:49:25 +0000 2017
359277,201084,@AppleSupport Iphone 5s,359279,"@201084 Great, thanks! This link details many ways to get the most out of your device battery:",Sun Oct 08 18:12:28 +0000 2017
1006063,358110,"@AppleSupport Yes, it’s on. In addition, I cannot scroll past December into next year in my calendar. Big glitch",1006065,@358110 Were you using iCloud? Let us know in a DM.,Mon Oct 23 02:25:24 +0000 2017
761291,125133,I’m so annoyed w/ @115858’s screen recording. It always cuts out the audio in the middle of my recording. Does anyone else have this problem?,761290,"@125133 We can definitely look into this with you. If you press and hold the Screen Recording option, is your Microphone on?",Wed Oct 11 20:08:00 +0000 2017
159581,152738,"God dammit @115858 @AppleSupport ordered earbuds, got power adapter. I understand it’s a busy time of year but now I have to find time to go get this exchanged.",159579,@152738 We're here for you. You'll want to reach out to our sales team here:,Fri Nov 24 18:09:29 +0000 2017
1646655,503122,@AppleSupport answer me !!!!!!!!!!!!!!,1646654,@503122 Here’s what you can do to work around the issue until it’s fixed in a future software update:,Mon Nov 06 02:28:29 +0000 2017
324265,193246,"how did this even get through quality control @115858 (@AppleSupport), you literally copy the link twice????",324264,@193246 We're happy to look into this with you. Could you meet us in DM?,Sat Oct 07 15:13:00 +0000 2017
1573719,485040,@AppleSupport I tried again and now it tries to reboot and then turns off completely,1573720,@485040 Do you see anything show up on the screen before it shuts off again?,Sat Nov 04 19:01:26 +0000 2017
1970531,583717,I never should’ve updated my phone. It’s next-level messed up. I see you @115858 👀. You ain’t slick.,1970529,@583717 What's happening with your iPhone? We'd like to help out. Tell us additional details about this issue in a DM.,Tue Oct 31 17:53:00 +0000 2017
1811955,544390,Your IOS update broke my damn phone @115858,1811954,@544390 We're happy to help. This isn't the experience we want for you. DM us and tell us what issue you're having with your iPhone.,Sun Oct 15 03:33:29 +0000 2017
2557366,726046,"@AppleSupport just after two days my iPhone X not working anymore, what an experience !",2557364,@726046 We can help! We absolutely want you to be able to fully enjoy your brand new iPhone X. Let's have you start with the steps in the following article and keep us posted on how that goes:,Thu Nov 16 16:24:00 +0000 2017
2713223,761698,"@AppleSupport They cant unlock their phone,,,",2713225,@761698 Join us in DM so we can better assist you guys:,Mon Nov 20 04:15:00 +0000 2017
2014265,595600,@AppleSupport i have an issue with ios11 iphone6s not ‘seeing’ imac in airdrop. Apparently im not alone. Is there a fix?,2014264,@595600 DM and tell us which version of iOS 11 you see under Settings > General > About > Version. We'll meet you there to help.,Sun Nov 05 17:51:32 +0000 2017
402623,211249,Un aplauso para @115858 y @AppleSupport por ios11. No llegan las notificaciones de WhatsApp hasta que no entras en la app,402622,@211249 We offer support via Twitter in English. Get help in Spanish here: or join,Mon Oct 09 20:26:00 +0000 2017
2554001,725339,"@AppleSupport The 11.1.2 .. the newer one. Any app , or even when I flicking through the internet it freezes and I can’t touch it for 15mins 😡😭",2554003,@725339 Let's try restarting your device and see if that helps. Let us know what you find.,Sun Nov 19 13:23:30 +0000 2017
1941632,577401,This was a total accident...honest @115858,1941631,"@577401 An order can be done by mistake. DM us, and let us know if you intended to order or if this was the wrong configuration.",Sun Oct 29 23:25:51 +0000 2017
1568227,483879,@AppleSupport why will a song not play on repeat after selecting the “repeat” icon?,1568226,@483879 We want to make sure you get the info you need. What type of device are you on? Are you using the built-in Music app?,Sat Nov 04 16:23:29 +0000 2017
2300902,667792,@115858 FIX THIS I️ BULLSHIT,2300901,@667792 Make sure to look for the iOS 11.1.1 update in Settings. Follow these steps to back up the device before updating:,Sun Nov 12 17:24:00 +0000 2017
2944502,258351,"@AppleSupport why is SIRI so confused? Or should I say useless(I am saying this after using Google Assistant and Bixby. If Bixby and Google Assistant are 8 out of 10, SIRI is 4) (P.S- After 'JUST A SECOND...' it stuck there. Didn't call)",2944501,"@258351 Let's look into this together. Send us a DM with the iOS version your iPhone is running, and we'll get started.",Wed Nov 29 14:51:50 +0000 2017
344130,120122,"@AppleSupport MacBook Pro mid-2012, High Sierra, Safari Version 11, yes, DirectTV Now only",344132,"@120122 Are you able to log in with other web browsers, like Chrome or Firefox? Have you already contacted DirectTV? DM us to let us know.",Sun Oct 08 03:45:53 +0000 2017
537621,244618,"Since I updated my phone it keep shutting down on me, who do I have to fight at @115858",537620,"@244618 We can help with your iPhone shutting down. Did this just start recently, or has this been happening for a while? Which version of iOS are you using?",Sat Dec 02 13:58:00 +0000 2017
910567,336276,"@AppleSupport Okay I’m going to try and see, thanks guys👻",910569,@336276 Sounds good. Let us know how it goes.,Fri Oct 13 20:12:38 +0000 2017
1828721,548805,Nooo!!! Not getting my kudos but looks like I should be. Worst activity Apple Watch bug ever! What to do!!! @548806 @applesupport,1828720,"@548805 That's certainly not expected behavior. We'd like to help! Please send us a DM with additional details, and we'll get started.",Tue Oct 17 14:00:00 +0000 2017
2349349,597958,Wonder if @115858 is gonna fix the annoying lack of text notification problem on iOS 11,2349347,"@597958 We'd like to help out! Which iPhone model do you have? You mentioned iOS 11, have you updated to the latest iOS 11.1.1? What are you seeing with your text notifications?",Mon Nov 13 17:20:31 +0000 2017
2732873,766037,@AppleSupport I’ve been an hour on the phone waiting to speak to someone is my main issue. Also no sound out of my new Apple 4K TV,2732871,"@766037 We can see how that would be challenging, both the waiting and no sound on your new Apple TV. Meet us in DM so we can find the best option for you.",Mon Nov 20 16:25:31 +0000 2017
1836123,420719,"@115858 @AppleSupport there is a bug in iOS 11 that doesn’t allow U to access the assistance reading on iBooks, it crashes or just read 1page",1836122,@420719 Hi. Let's try Force Closing the app with these steps: DM and let us know if that works.,Wed Oct 18 16:24:40 +0000 2017
942240,343367,"@115858 updated to 11.03 and battery drains within 2 hours and half my calls and texts won't go through, what's going on?",942239,"@343367 Let's work through this together. How long has it been since updating? Also, have you tried restarting since noticing this?",Sat Oct 21 16:07:00 +0000 2017
283581,183553,@AppleSupport I turned my iPad off and back on again and now they’re updating 😊,283583,"@183553 That's great! If you have any other questions, let us know. We’re available every day from 5 a.m. to 8 p.m. Pacific time.",Fri Oct 06 17:53:29 +0000 2017
505153,235815,@AppleSupport why is my music uninstalling itself? They were all installed just yesterday,505150,"@235815 We want you to be able to enjoy your Music and manage your library, so let's work together on this. To clarify, by installed, do you mean they were not grayed out or did not have the cloud icon beside them?",Fri Dec 01 20:54:24 +0000 2017
869928,326566,@AppleSupport where do my FaceTime Live Photos go and why can’t I find them in my photo app?,869927,@326566 We can help with that. This article should help explain it.,Fri Oct 20 16:17:35 +0000 2017
944200,343881,"@AppleSupport I've done those already. They return to normal, but freezes again after a few minutes.",944199,@343881 Understood. Send us a DM with which iPhone you're using and we'll continue there.,Sat Oct 14 00:25:26 +0000 2017
2000847,591642,"@AppleSupport Update 11.1 is sucking my 6s battery dry in record time, 2nd charge since updating this morning 4 hours ago...",2000846,@591642 Thanks for reaching out to us. We'd like to help you and look into this further. Please DM us to continue working on this.,Fri Nov 03 19:45:30 +0000 2017
1522693,473166,"@AppleSupport I would like to use the app ""pages"" on my iPad Mini, I can't now... What can I do?",1522695,@473166 Please reach out to our Pages Support here:,Sat Nov 04 01:31:00 +0000 2017
2502125,713695,@AppleSupport I updated to 11.1.2 when the software was released. It still hasn’t helped unfortunately,2502126,@713695 Thanks for letting us know. Join us in DM with your current location. We can look into this further there.,Mon Nov 27 14:59:31 +0000 2017
2029107,470044,@115858 I’m having a problem with an order. How do I resolve?,2029106,@470044 We can help get you pointed in the right direction. DM us with details on what's happening with the order & we'll go from there.,Sun Nov 05 23:34:30 +0000 2017
2419513,695093,@AppleSupport Iphone 6 10.3.3(14G60),2419516,"@695093 OK. Let's get your device updated to the latest version (11.0.3), to see if that corrects the issue.",Sun Oct 29 14:30:35 +0000 2017
2647326,746903,"Using the original earphones that came with my phone and the volume keeps changing randomly, why? PS. It doesn’t happen when I use other earphones. @AppleSupport",2647325,"@746903 If you're running into issues with the headphones that came with the device, we'd like to help you out. Can you explain further what you're running into? Also, please let us know what version of the iOS software you currently have installed.",Fri Nov 17 23:07:57 +0000 2017
401680,210986,@AppleSupport phishing scam?,401679,@210986 This text message is not from us. You can use this link to help identify and report suspicious messages:,Mon Oct 09 19:50:32 +0000 2017
2056397,608160,@AppleSupport iPhone was working fine until software update appeared as a notification. Battery is draining and I haven’t even updated!,2056396,@608160 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this together.,Fri Oct 06 20:15:32 +0000 2017
388038,207837,In 3.5 hours down from 85% to 31%. #disastrous help help help @AppleSupport,388037,"@207837 Battery life is important, and we're here for you. To get started, send us a DM. We'll meet you there.",Mon Oct 09 14:06:38 +0000 2017
2021414,597822,@AppleSupport @115858 y’all need to fix this I️,2021413,@597822 Here’s what you can do to work around the issue until it’s fixed in a future software update:,Mon Nov 06 03:25:00 +0000 2017
1550260,479818,@115858 @AppleSupport when can we buy the wireless AirPod case?,1550259,@479818 Let's look into that. DM us the country you're located in and we'll go from there.,Sat Nov 04 03:14:29 +0000 2017
2414298,548341,@115858 man facetime is broken fix ya stuff before releasin new ones,2414296,@548341 We know how important FaceTime is and we'd like to help look into this. What device was this on and what trouble were you seeing with FaceTime?,Tue Nov 14 17:40:00 +0000 2017
2628954,742480,How come my debit card was added smoothly to Apple Pay on my watch but not my phone @AppleSupport it keeps saying invalid card but all the information is correct,2628952,"@742480 Hey, there. If you're experiencing difficulties adding a card to Apple Pay, let's first check out this article: Let us know if that helps.",Fri Nov 17 17:39:26 +0000 2017
2322639,673015,@AppleSupport the iOS 11.0.3 is full of bugs. The camera app doesn’t open when I swipe to the left anymore. This is really pissing me off,2322638,@673015 We want to help out. Can you tell us which steps you've tried so far? This way we won't have you do any steps over again.,Fri Oct 20 00:02:00 +0000 2017
2580531,196932,@AppleSupport Looking at website and site gone / black screen,2580532,@196932 Is this happening only in the web browser? Which web browser are we working with? Please DM us and we'll continue working together there.,Fri Nov 17 00:31:31 +0000 2017
1756259,528821,"@AppleSupport any issue currently with email confirmations from apple, trying to set up a new apple id, but not getting confirm email...",1756257,@528821 You’ve come to the right place for help today. How long have you been waiting to receive the verification email?,Tue Nov 07 19:42:30 +0000 2017
2068317,574238,Tired of resyncing music over and over again on iTunes for Windows on my iPhone. It can’t get the album artwork right.Fix pls 😬@115858 #iOS11,2068316,@574238 Let's look at this together. Is this custom artwork? Are these purchased albums? Let us know in DM and we'll get started.,Sun Oct 08 16:14:31 +0000 2017
764365,302677,@AppleSupport 11.0.2 has brought my phone to a complete stop. How do i fix this,764364,@302677 That’s not what we’d like to hear. Can you start by letting us know what changes you’ve noticed via DM?,Sat Oct 07 13:34:53 +0000 2017
1712456,518691,@115858 can y’all please fix this “I️” problem!!!,1712455,@518691 Here’s what you can do to work around the issue until it’s fixed in a future software update:,Tue Nov 07 02:22:00 +0000 2017
1354051,435768,@AppleSupport As these music files are already downloaded on my iPhone? Why simply redownload them across all my devices?,1354047,"@435768 We'll do all we can to help. To clarify, are you wanting to download music to your PC then sync through iTunes to other devices?",Mon Oct 16 14:20:00 +0000 2017
436446,218646,@AppleSupport It seems to lower very quickly with minimal use...,436445,"@218646 Understood, we'd like to take a deeper look into this, DM us and we'll get started.",Tue Oct 10 17:12:01 +0000 2017
1338818,306944,@AppleSupport how can I cancel an order that’s not been dispatched,1338817,"@306944 We appreciate you reaching out to us. Our Sales team can help with this, please contact them here:",Fri Oct 27 15:07:01 +0000 2017
1146397,389826,@AppleSupport my music keeps playing when I’m playing a game in Game Center ever since two updates ago. How can I fix this?? It’s iPhone 7,1146395,"@389826 We definitely want to help. To make sure we understand, music from both apps are playing at the same time?",Sat Oct 14 22:15:31 +0000 2017
2901913,803778,"Yooo @115858 , stop playing with me. I spend too much money on your products for my phone to be acting stupid! Fix it now 😡😡😡",2901911,@803778 We'd like to see how we can help. Describe for us what's happening and we'll get started.,Tue Nov 28 18:38:00 +0000 2017
1188225,399425,@AppleSupport Since updating to iOS 11 I’m not receiving text alerts on my watch now yet I receive them for WhatsApp & calls 😤,1188223,"@399425 We have a few questions. Which type of iPhone and version of iOS 11 are you using? Also, which Watch and watchOS are you using?",Sun Oct 15 21:29:29 +0000 2017
714202,290845,@115858 -just bought a ipod touch yesterday and it won't work. Tech support couldn't help. Gotta solve error 4013. #havetogobacktoapplestore,714201,@290845 We'd be happy to check this out. Does anything show on iPod display?Let us know in DM.,Tue Oct 10 23:24:01 +0000 2017
1186536,399005,"I hope so, my battery life is absolutely terrible in iOS 11. #AppleCourage #WhoNeedsBatteryLife #iOS11Sucks @115858",1186533,@399005 We'd like to help get it going as long as possible. What's your model and any steps tried? Is iOS 11.0.3 the version installed?,Tue Oct 24 23:44:27 +0000 2017
2756819,771547,"I can't stand the @115858 update, my phone has never worked so poorly, screen response is slow, I get booted out of app's all the time. Ugh, take me back to 3 weeks ago",2756820,@771547 Let's take a look at what's going on with your iPhone together. DM us more details about the lag and the apps that crash and we'll get started. Please include which model of iPhone and which exact version of iOS it's running and we'll get started.,Mon Nov 13 21:46:03 +0000 2017
2277659,267257,@AppleSupport Just realized that the prompt now references a Sandbox environment. Didn’t notice that before but perhaps helpful in determining the cause.,2277660,@267257 Are you running a beta or using a developer environment of some sort?,Sun Nov 12 00:50:26 +0000 2017
1009053,350333,"@AppleSupport IPhone 6, iOS11. It worked perfectly fine until I downloaded iOS11",1009055,@350333 Let's look into this together. Could you tell us which iOS version you're using?,Sun Oct 15 20:10:00 +0000 2017
1915430,570536,@AppleSupport I just updated to iOS 11.0.3 today....my battery is draining super fast! Please help!,1915429,@570536 The new iOS had changes in battery use settings. Check out how to resolve: then DM us any questions.,Thu Oct 26 00:44:00 +0000 2017
1441970,454560,@454561 Draining my battery & closes out of photos when I’m cropping them @AppleSupport,1441969,@454560 We're here to help you. DM us and tell us the exact version of iOS you're running on your device.,Thu Nov 02 12:42:00 +0000 2017
1770146,532166,@115858 @AppleSupport CAN YALL FIX THAT “I️” issue already omggggggggg. Y’all gonna make me switch to galaxy for real.,1770145,@532166 Here’s what you can do to work around the issue until it’s fixed in a future software update:,Tue Nov 07 23:15:00 +0000 2017
1849555,553770,My phone has never been worse since updating it! Soooooo sloooow Cheers @115858 nice one 👍🏻,1849554,@553770 We'd be happy to look into this with you more in detail. Please reach out to us via DM and we'll get started.,Wed Oct 18 20:47:28 +0000 2017
652233,300803,@AppleSupport Make a better #ios11update fr the #iPhone6! Since I've updated my beloved #phone's #slowed down insanely! 11.1 & 11.2 didn't help either 😩,756533,"@300803 Let's look into this together. Send us a DM, and we'll continue from there.",Wed Oct 11 18:33:32 +0000 2017
2815605,784959,"Well, @118721 @115858 you finally did it. My iPhone just shows Searching, so I can’t make nor receive calls. Your upgrades are designed to make the older phones go to shit, so we have no other choice but to get an upgrade.",2815604,@784959 That's not the experience we want you to have with your iPhone. Meet us in DM so we can gather some additional details to look into this with you today.,Mon Nov 27 03:02:27 +0000 2017
