evaluation_id,customer_tweet_id,customer_text,intent,ideal_action,notes
45ea62f5-1dba-4d1d-b998-2c5193ea745c,1238191,@AppleSupport It works on WiFi but when I clearly have cell signal it won’t work,app_or_system_crashes,auto,auto-accepted via script
7fa77145-c750-4196-9581-6443b424e915,774254,@AppleSupport Yes I have and also have problems when I’m in. Web page and I press the bottom to close exit and got to another app,apple_music_itunes,auto,auto-accepted via script
5945d7f1-53db-45f6-82e3-4104a25be614,1928160,"@AppleSupport Getting loads of spam emails disguised as Apple. Very hard to tell what's genuine, how can I be sure?",app_or_system_crashes,auto,auto-accepted via script
4a11559f-fe0e-40a3-863a-820ad282c10a,905233,@AppleSupport @115858 why can’t sierra be downloaded now that high sierra was released?,app_or_system_crashes,auto,auto-accepted via script
0d6ad412-0653-4178-b496-2c3794246aba,2303690,@AppleSupport I have an old MacBook Air and I'm trying to update the OS but each time I input the username and password it asks for a code. I get the code but there is no where to input it.,ios_update_problems,auto,auto-accepted via script
b5951acd-ec2f-4a43-9cce-32b49b43f27e,2095806,"Thanks, @AppleSupport! You’re a real doll.",app_or_system_crashes,auto,auto-accepted via script
e5664a40-9365-4123-896f-ca65b665a4b7,2130262,Yo I just lost 20% of my battery life in 2 minutes because I updated 5 apps. Fix your shit dude @115858,battery_drain,escalate,auto-accepted via script
5edef395-6f50-4356-9cae-775d3feac884,266452,"@AppleSupport No, don’t have any other. Also when this happen, my headphones won’t allow skipping songs and volume control",app_or_system_crashes,auto,auto-accepted via script
57f0a044-9779-412c-8ae5-ceb0c1745da1,2026283,I updated my phone & im still seeing boxes. @115858 really got me fucked up & I’m about to take my ass back to @1647.,ios_update_problems,escalate,auto-accepted via script
be2ce521-874d-4f9f-a83b-65053f5c0309,152837,Hey @AppleSupport this seems like a bug in latest iOS.,app_or_system_crashes,auto,auto-accepted via script
b052ca8e-169d-46a2-9319-76bd596cec19,295943,@AppleSupport iPhone 6 se iOS 11.0.2 but I’m gonna update to the new one rn,ios_update_problems,auto,auto-accepted via script
7a968502-3f51-408a-b8e6-6db2703aade6,954241,@AppleSupport Ahhhh yess I’m eligible! Thank you so much,app_or_system_crashes,auto,auto-accepted via script
4f24a85a-715a-4251-a2f0-1c130da6bdbb,1639198,When you try to type “i” but it shows up as “! [A]” @AppleSupport what’s up,app_or_system_crashes,auto,auto-accepted via script
73a18a90-d44c-45e3-be88-294671244c3b,1877420,@AppleSupport 2 apps on my iPhone 6s running the latest version of iOS 11 aren’t updating. Have been waiting a few hours now. Please advise.,ios_update_problems,auto,auto-accepted via script
66904184-9135-40d0-9855-1f0c24f31ecf,2278017,"@AppleSupport Thanks, the problem with the “I” appears to be fixed.",app_or_system_crashes,escalate,auto-accepted via script
e81deada-7676-4f31-870b-89b4c4f28da2,613005,@AppleSupport Still experiencing the issue after the update!,ios_update_problems,auto,auto-accepted via script
8c8bf708-b53b-448d-94ed-c1b640c84da6,1766740,@AppleSupport Helpppp all my texts just vanished ?,app_or_system_crashes,auto,auto-accepted via script
e97b8bf7-c65b-426f-96da-450b9a3ef02e,2210665,Anyone else’s battery life awful on iOS 11? @AppleSupport,battery_drain,auto,auto-accepted via script
4ea9816d-9d2d-457d-8783-d81088b45a67,2914647,"@AppleSupport 10.12.6, and it persists after reboots and signing out and back into iMessage.",app_or_system_crashes,auto,auto-accepted via script
c0cc34a1-aae2-4cd7-ba29-d5d58ec88d3c,1332731,@AppleSupport since I updated to ios11 my (new) 7plus keeps freezing and not responding. Lost count of the amount of resets I’ve had to do!,ios_update_problems,auto,auto-accepted via script
d2085011-0817-4561-b458-d54aac3b8773,2346128,@AppleSupport do you know how many people lost there phone data because of your software updateMy phone still not working give me solution,ios_update_problems,auto,auto-accepted via script
1f885021-2e5d-4565-8170-ff12e76121f7,1569674,@AppleSupport the issue no :100316313800 has not been solved for more than 1 month and apple cannot give any further information!,app_or_system_crashes,auto,auto-accepted via script
72d69054-f991-4850-b45e-34aa53a45528,2207708,"@AppleSupport Yes, I’ve done both. It’s been saying about 1 hour remaining for the past 2 hours.",app_or_system_crashes,auto,auto-accepted via script
332c3945-44c2-4a0b-bdd3-b31b1e500b2d,2280270,"This is seriously a thing? Even in my predictive text? Get it together,@AppleSupport",app_or_system_crashes,auto,auto-accepted via script
e074533d-7237-4135-8c74-59f2cf27352c,4890,"@AppleSupport whenever I try to see the photos that I’ve just taken my #iphone6 shows me this. I’ve reset it, I’ve restored it... help?",app_or_system_crashes,auto,auto-accepted via script
a4796571-dfa2-444f-b0d3-4a491dd33afa,255803,@AppleSupport you guys have killed the battery life on my 6S Plus. Thanks .,battery_drain,auto,auto-accepted via script
3e648101-6ec9-445b-a2c9-5f23de792da9,2780603,Hi @AppleSupport! I wanted to visit an Apple Store tonight to purchase a new phone/transfer contents of old phone. Do I need to make an appointment for that?,shipping_store_support,auto,auto-accepted via script
c7023fa4-06a4-44f8-8f72-85b68ea42bba,1913042,"@AppleSupport ...not really! Bar charged ok (however no black screen + white bar like usual) but then screen black and colored raws appear slowly until login window appeared, now is like this (I think it should be centred) now I’m going to enter and reboot.",battery_drain,auto,auto-accepted via script
0d54bc6b-160a-46aa-b617-f935d7d14eba,1877177,@AppleSupport @560353 Battery life decreased significantly here too since update. I can watch it dropping 😩,battery_drain,auto,auto-accepted via script
224add87-873a-4b68-b5b6-251b8758d827,2920042,@AppleSupport I can’t screenshot it cause it’s there for a second & ive since cleared my iCloud because it’s been so annoying.Its too late I’m already mad,app_or_system_crashes,escalate,auto-accepted via script
ba014413-1940-466f-8d02-7f22952f91b2,358950,@AppleSupport Please help my iPhone 5S w/ iOS 11.0.2 could not be activated after erased all contents & settings via settings reset menu,ios_update_problems,auto,auto-accepted via script
cd851c09-81b9-46db-adc9-35ac56045f4b,1178925,Since this new iPhone update my phone is nothing but a piece a crap. Never had I had a phone so slow skinny the simplest tasks @AppleSupport,ios_update_problems,auto,auto-accepted via script
7d101ef4-0bed-49c1-8a93-694e87e280e9,2220892,@AppleSupport IPhone 7,app_or_system_crashes,auto,auto-accepted via script
b868a86a-af81-4c7b-b5d5-b2b53a51d358,1643230,@AppleSupport why is it that Photos is always trying to upload the whole library to iCloud? I’ve verified all pics are present in the cloud.,app_or_system_crashes,auto,auto-accepted via script
f07f4df4-92ff-44ed-908b-168fc918891b,2476128,@115858 Pls fix this -> I️ it’s getting really annoying thx bye,ios_update_problems,escalate,auto-accepted via script
d00ac889-5b2d-44df-84e9-887cc58f8381,656269,@AppleSupport They are not on the same iOS one is 11.0.2 and the other is 11.1.2 I am updating the iPhone 8plus now and Ithink this should fix the problem so both are on the same software version,app_or_system_crashes,escalate,auto-accepted via script
2c93f8c4-43b8-48c9-8add-beafbe3b3513,1807481,@AppleSupport tweeting from a free WiFi kiosk to let y’all know this damn phone doesn’t work bye,app_or_system_crashes,auto,auto-accepted via script
a47c15ac-ef2e-4872-b3c8-3b7896c6193b,856649,"@AppleSupport Take 3 hours to charge my iPhone , never happen before . When I had iPhone 5 only 30 min or 1 hour no more time. When I bought this only 1h",battery_drain,auto,auto-accepted via script
8c1a93da-14d6-4d4b-9b50-bab8880755d1,1984653,"@115858 I️ downloaded the new update and now a bunch of random question marks and boxes come up when I️ try to write certain things, wtf",ios_update_problems,auto,auto-accepted via script
8c090f14-f1c3-4d2b-ac99-6f196236f814,1704625,Hey @115858 what is up with this “I️” glitch where it looks like “A ?” Very annoying because I️ talk about myself plenty,keyboard_autocorrect_glitch,auto,auto-accepted via script
25b480ee-24c4-4555-8d51-302f9895d8cc,2691858,Thanks @115858 for deleting all my numbers files from all my devices and the cloud with the latest update 🤬,ios_update_problems,auto,auto-accepted via script
0287f349-468f-433c-8cd6-b27716fa0e34,2864861,@115858 FIX THIS FUCKING UPDATE OR JUST GET RID OF THE WHOLE THING!,ios_update_problems,escalate,auto-accepted via script
9b4166c1-12f4-4212-bfc5-a99c4983c702,484410,"@AppleSupport I have an Airplay problem, any ideas? (whole thread)",app_or_system_crashes,auto,auto-accepted via script
3bca5493-89a6-480e-a90e-e03f465f77f0,667096,"My phone dies like 10x a day, fix this @115858",ios_update_problems,escalate,auto-accepted via script
1f0ad2ee-7a5d-49d6-be4f-3c643137cf1b,689396,@AppleSupport since the last 2 updates the battery on my 6s drains within an hour .current update 11.1.2 has not fixed either any ideas,battery_drain,escalate,auto-accepted via script
54669c55-0aee-4190-981c-310b41e0deda,427394,"@AppleSupport And every morning when I wake up my phone, my Bluetooth is turned on. I never keep my Bluetooth on unless I need to use it",app_or_system_crashes,auto,auto-accepted via script
53efcf0a-978b-473c-903d-b95dbf1a54e0,1850897,"Hey @115858 fix #ios11 my #iPhone7Plus battery dies quicker now, phone heats up more, problems with Apple Pay, app crashing etc.",battery_drain,escalate,auto-accepted via script
950f1b6c-0a7c-4645-a604-c1c76c3d78e1,983008,@AppleSupport guys I’ve had this iPad Pro 6 weeks and the screen has bowed out - very disappointing,app_or_system_crashes,auto,auto-accepted via script
bb1ea099-a1bf-4b22-a4ed-5804c04cdd91,2730390,@AppleSupport Yes my contacts are synced and i am using ios 11.1.2,ios_update_problems,auto,auto-accepted via script
